learningRate,batchSize,seed,FGLoss,FGAccuracy,FGPrecision,FGRecall,FGF1Micro,FGF1Macro,CGAccuracy,CGPrecision,CGRecall,CGF1
0.0005316115661082952,25,73,0.6957358121871948,0.7407407164573669,0.7837837934494019,0.683501660823822,0.7302159070968628,0.4760499596595764,0.8294051627384961,0.8657243816254417,0.6824512534818942,0.7632398753894081
0.0005294142219114048,107,57,0.6823956370353699,0.7272727489471436,0.8040540814399719,0.6677889823913574,0.729613721370697,0.4761393666267395,0.8316498316498316,0.8615916955017301,0.6935933147632312,0.7685185185185186
0.000231596698506565,35,8,0.6898850202560425,0.7418630719184875,0.7891246676445007,0.6677889823913574,0.7234042286872864,0.45320987701416016,0.8327721661054994,0.8917910447761194,0.6657381615598886,0.7623604465709729
0.0007766532766564546,120,1,0.6862167716026306,0.7396184206008911,0.7957559823989868,0.6734007000923157,0.7294832468032837,0.45439085364341736,0.8316498316498316,0.8884758364312267,0.6657381615598886,0.7611464968152867
0.0005082449360264581,103,3,0.7021825909614563,0.7396184206008911,0.8092566728591919,0.6475870013237,0.7194514274597168,0.4541186988353729,0.819304152637486,0.8535714285714285,0.6657381615598886,0.7480438184663537
0.0008027673956080921,104,56,0.6904013156890869,0.7317620515823364,0.7812080383300781,0.6531986594200134,0.7114914655685425,0.4551570415496826,0.8215488215488216,0.8597122302158273,0.6657381615598886,0.750392464678179
0.0007740194254208749,113,25,0.6769135594367981,0.732884407043457,0.8027027249336243,0.6666666865348816,0.7283874750137329,0.4749062657356262,0.8294051627384961,0.8581314878892734,0.6908077994428969,0.7654320987654322
0.00018744980001454892,17,21,0.6869295239448547,0.7317620515823364,0.7903226017951965,0.6599326729774475,0.7192660570144653,0.4666072130203247,0.8338945005611672,0.8459016393442623,0.7186629526462396,0.7771084337349399
0.000998082734971103,52,56,0.6795611381530762,0.7306397557258606,0.796169638633728,0.6531986594200134,0.7176325917243958,0.4494476914405823,0.8249158249158249,0.8612099644128114,0.6740947075208914,0.7562499999999999
0.0007631604132564294,75,67,0.6932612657546997,0.7340067625045776,0.7946308851242065,0.6644219756126404,0.7237163782119751,0.46949124336242676,0.8316498316498316,0.8692579505300353,0.6852367688022284,0.766355140186916
0.0006345113105749985,31,0,0.6663175821304321,0.7485970854759216,0.801307201385498,0.6879910230636597,0.7403382062911987,0.49491727352142334,0.8372615039281706,0.8741258741258742,0.6963788300835655,0.7751937984496124
0.0007095673769404219,31,89,0.6999714970588684,0.7205387353897095,0.7967032790184021,0.650954008102417,0.7164916396141052,0.48417678475379944,0.8282828282828283,0.8011695906432749,0.7632311977715878,0.7817403708987162
0.00019998624105693126,30,91,0.6737775802612305,0.7396184206008911,0.8027210831642151,0.662177324295044,0.7257072329521179,0.4714316725730896,0.8260381593714927,0.8722627737226277,0.6657381615598886,0.7551342812006319
0.00020328165144602276,24,31,0.6794262528419495,0.7373737096786499,0.7929155230522156,0.6531986594200134,0.7163076996803284,0.44871145486831665,0.8361391694725028,0.8790035587188612,0.6880222841225627,0.7718750000000001
0.00036064523736543323,104,51,0.6796019673347473,0.7362514138221741,0.7867549657821655,0.6666666865348816,0.7217497825622559,0.4637725353240967,0.8249158249158249,0.8664259927797834,0.6685236768802229,0.7547169811320755
