learningRate,batchSize,seed,FGLoss,FGAccuracy,FGPrecision,FGRecall,FGF1Micro,FGF1Macro,CGAccuracy,CGPrecision,CGRecall,CGF1
0.0005831134276740435,18,26,0.5529818534851074,0.7912458181381226,0.8169696927070618,0.7564533948898315,0.7855477333068848,0.6672846078872681,0.8933782267115601,0.9,0.8272980501392758,0.8621190130624093
6.168468902722894e-05,60,16,0.5817895531654358,0.7766554355621338,0.8161764740943909,0.747474730014801,0.7803163528442383,0.651127278804779,0.8821548821548821,0.8779761904761905,0.8217270194986073,0.8489208633093526
0.0006974545358543199,17,13,0.5591128468513489,0.7991021275520325,0.826347291469574,0.7744107842445374,0.7995365262031555,0.6809056401252747,0.8843995510662177,0.8657142857142858,0.8440111420612814,0.8547249647390691
0.00021547919977089067,17,30,0.5595945119857788,0.7923681139945984,0.8166465759277344,0.7598204016685486,0.7872092723846436,0.660885214805603,0.8967452300785634,0.8938053097345132,0.8440111420612814,0.8681948424068768
0.00022819884634290902,98,14,0.5816633701324463,0.7699214220046997,0.8060453534126282,0.7182940244674683,0.7596439123153687,0.6107829213142395,0.8709315375982043,0.9066666666666666,0.7576601671309192,0.8254931714719271
0.000687232271103306,95,100,0.5527207851409912,0.796857476234436,0.8371531963348389,0.7789000868797302,0.8069767355918884,0.6869821548461914,0.8888888888888888,0.891566265060241,0.8245125348189415,0.8567293777134588
8.871470007127906e-05,56,51,0.6235290169715881,0.7732884287834167,0.8220779299736023,0.7104377150535583,0.7621914744377136,0.6064023375511169,0.8754208754208754,0.9025974025974026,0.7743732590529248,0.8335832083958021
7.470164206983879e-05,56,28,0.5874489545822144,0.7654321193695068,0.8080301284790039,0.7227833867073059,0.7630332112312317,0.6235270500183105,0.8799102132435466,0.8913043478260869,0.7994428969359332,0.8428781204111601
0.0005753719173633869,81,91,0.570500373840332,0.7991021275520325,0.8202934265136719,0.7530864477157593,0.7852545380592346,0.631996214389801,0.8900112233445566,0.9250814332247557,0.7910863509749304,0.8528528528528528
0.00035442396822824663,99,65,0.5733985900878906,0.7789000868797302,0.8198529481887817,0.7508417367935181,0.7838312387466431,0.6587154269218445,0.8900112233445566,0.8918918918918919,0.8272980501392758,0.8583815028901733
0.0006859494367488593,123,42,0.5600485801696777,0.7833894491195679,0.8209876418113708,0.7463524341583252,0.7818929553031921,0.6361508369445801,0.8855218855218855,0.8978328173374613,0.807799442896936,0.8504398826979473
0.0007913332493682102,40,60,0.535795271396637,0.8103255033493042,0.8387485146522522,0.7822670936584473,0.8095238208770752,0.6818259954452515,0.8978675645342312,0.9161490683229814,0.8217270194986073,0.8663729809104259
0.00036338362282986337,94,11,0.5626834034919739,0.7912458181381226,0.8298397064208984,0.7553310990333557,0.790834367275238,0.6691646575927734,0.8810325476992144,0.9093851132686084,0.7827298050139275,0.8413173652694611
0.00019922677747428842,75,73,0.5701508522033691,0.7766554355621338,0.8041112422943115,0.7463524341583252,0.7741560339927673,0.6406285762786865,0.8787878787878788,0.9087947882736156,0.7771587743732591,0.8378378378378378
0.0002804617523960812,46,64,0.5567898154258728,0.8024691343307495,0.8337438702583313,0.7598204016685486,0.795067548751831,0.6882882714271545,0.8900112233445566,0.8918918918918919,0.8272980501392758,0.8583815028901733
9.27568509253503e-05,87,39,0.5831676125526428,0.7676767706871033,0.8136020302772522,0.7250280380249023,0.7667655944824219,0.6213467121124268,0.8810325476992144,0.8940809968847352,0.7994428969359332,0.8441176470588235
0.000271004078427146,53,94,0.5848532319068909,0.7777777910232544,0.8074162602424622,0.7575757503509521,0.7817023396492004,0.6613602638244629,0.8754208754208754,0.8712574850299402,0.8105849582172702,0.8398268398268398
0.0009180418075155669,112,0,0.5688883662223816,0.793490469455719,0.8219013214111328,0.7665544152259827,0.7932636141777039,0.6659573316574097,0.8911335578002245,0.8764367816091954,0.8495821727019499,0.8628005657708628
8.645730669437384e-05,32,72,0.5973105430603027,0.7789000868797302,0.8081181049346924,0.7373737096786499,0.7711267471313477,0.6353334188461304,0.8742985409652076,0.8823529411764706,0.7938718662952646,0.8357771260997068
0.0008962551668998303,90,67,0.5542712807655334,0.793490469455719,0.8316708207130432,0.7485970854759216,0.7879503965377808,0.6557957530021667,0.8933782267115601,0.9024390243902439,0.8245125348189415,0.8617176128093159
0.00010083262802160834,115,33,0.5756843686103821,0.7789000868797302,0.8261964917182922,0.7362514138221741,0.7786350250244141,0.6421216726303101,0.8765432098765432,0.9003215434083601,0.7799442896935933,0.8358208955223879
0.0006158666132514206,25,68,0.582961916923523,0.7789000868797302,0.807881772518158,0.7362514138221741,0.7704051733016968,0.6358562707901001,0.8855218855218855,0.8858858858858859,0.8217270194986073,0.8526011560693642
0.0006336426514538817,65,69,0.5680156350135803,0.8002244830131531,0.819809079170227,0.7710437774658203,0.7946789860725403,0.6540528535842896,0.8933782267115601,0.9370860927152318,0.7883008356545961,0.8562783661119515
0.0005817252974815069,112,28,0.5827656984329224,0.7710437774658203,0.8209331631660461,0.7306397557258606,0.7731592059135437,0.6407787799835205,0.8787878787878788,0.8885448916408669,0.7994428969359332,0.841642228739003
0.00043066909868559686,21,11,0.5478945374488831,0.81144779920578,0.8321512937545776,0.790123462677002,0.8105929493904114,0.6876670122146606,0.8978675645342312,0.8918128654970761,0.8495821727019499,0.87018544935806
0.00022447782958992692,36,96,0.5752828121185303,0.7833894491195679,0.8152709603309631,0.7429854273796082,0.7774516344070435,0.6565568447113037,0.8855218855218855,0.9003115264797508,0.8050139275766016,0.8500000000000001
0.00010430995457685179,58,77,0.5701737403869629,0.7800224423408508,0.8084848523139954,0.7485970854759216,0.7773892283439636,0.6417259573936462,0.8810325476992144,0.9041533546325878,0.7883008356545961,0.8422619047619048
0.0009906378422490049,52,15,0.5557846426963806,0.796857476234436,0.8254545331001282,0.7643097639083862,0.7937062382698059,0.6620845198631287,0.8900112233445566,0.8918918918918919,0.8272980501392758,0.8583815028901733
0.0006525055789372787,125,49,0.5773614645004272,0.7699214220046997,0.8067331910133362,0.726150393486023,0.7643237113952637,0.6325398683547974,0.8765432098765432,0.8651026392961877,0.8217270194986073,0.8428571428571429
0.0008818572115893037,44,66,0.5774053931236267,0.8013467788696289,0.8256227970123291,0.7811447978019714,0.8027681708335876,0.6806986927986145,0.8978675645342312,0.9085365853658537,0.83008356545961,0.8675400291120815
0.0008328790563377037,124,7,0.5693541765213013,0.7643097639083862,0.7980653047561646,0.7407407164573669,0.7683352828025818,0.6248038411140442,0.8765432098765432,0.878419452887538,0.8050139275766016,0.8401162790697673
8.605705060945596e-05,19,36,0.5730498433113098,0.7822670936584473,0.8198757767677307,0.7407407164573669,0.7783018350601196,0.6556123495101929,0.8855218855218855,0.8835820895522388,0.8245125348189415,0.8530259365994236
0.0009180662476011137,52,97,0.577987790107727,0.8002244830131531,0.8268292546272278,0.7609427571296692,0.7925190329551697,0.6712251305580139,0.8922558922558923,0.8996960486322189,0.8245125348189415,0.8604651162790697
0.0002520930908000981,78,32,0.5899080634117126,0.7822670936584473,0.8123486638069153,0.7530864477157593,0.7815958261489868,0.664925217628479,0.8911335578002245,0.8945783132530121,0.8272980501392758,0.8596237337192476
0.0009975151835241367,18,3,0.5375795364379883,0.8058361411094666,0.8315412402153015,0.7811447978019714,0.8055555820465088,0.6748552918434143,0.8967452300785634,0.9265175718849841,0.807799442896936,0.863095238095238
0.0002832772546326622,77,2,0.550769567489624,0.790123462677002,0.817307710647583,0.7631874084472656,0.7893209457397461,0.6627025604248047,0.8888888888888888,0.9088050314465409,0.8050139275766016,0.8537666174298375
0.0008581212587596265,103,1,0.5788009166717529,0.8092031478881836,0.8256227970123291,0.7811447978019714,0.8027681708335876,0.6809648871421814,0.8956228956228957,0.88,0.8579387186629527,0.8688293370944993
3.8278137290873957e-05,35,49,0.5916289687156677,0.7732884287834167,0.8233765959739685,0.711560070514679,0.7633955478668213,0.6167815923690796,0.877665544332211,0.890625,0.7938718662952646,0.8394698085419735
0.0008414100060195769,53,34,0.55052250623703,0.7878788113594055,0.8171913027763367,0.7575757503509521,0.7862550616264343,0.6691308617591858,0.8911335578002245,0.861878453038674,0.8690807799442897,0.8654646324549238
5.3121874835443205e-05,111,60,0.5988874435424805,0.7598204016685486,0.810741662979126,0.711560070514679,0.75791996717453,0.5929110646247864,0.8686868686868687,0.8928571428571429,0.766016713091922,0.8245877061469266
0.0006207661980762405,116,48,0.564702033996582,0.7946127653121948,0.8250620365142822,0.7463524341583252,0.7837360501289368,0.6606066226959229,0.9023569023569024,0.9047619047619048,0.8467966573816156,0.8748201438848922
0.00095004035814489,59,30,0.5784615278244019,0.7744107842445374,0.8185231685638428,0.7340067625045776,0.773964524269104,0.6448060274124146,0.8866442199775533,0.8909090909090909,0.8189415041782729,0.8534107402031931
0.0005830228839490782,54,89,0.593728244304657,0.7811447978019714,0.8102016448974609,0.7665544152259827,0.7877739667892456,0.6556290984153748,0.8832772166105499,0.9207920792079208,0.7771587743732591,0.8429003021148037
0.0004782213259236466,68,38,0.5773613452911377,0.790123462677002,0.8182897567749023,0.7732884287834167,0.7951528429985046,0.6764510273933411,0.8799102132435466,0.9256756756756757,0.7632311977715878,0.8366412213740458
0.0003247491610701933,72,16,0.5926782488822937,0.7766554355621338,0.811965823173523,0.7463524341583252,0.7777777314186096,0.637115478515625,0.8821548821548821,0.8919753086419753,0.8050139275766016,0.8462664714494874
0.0003552134871913338,116,54,0.5583939552307129,0.793490469455719,0.8253012299537659,0.7687991261482239,0.7960488200187683,0.6604090929031372,0.8900112233445566,0.9090909090909091,0.807799442896936,0.8554572271386431
0.000730095107974722,66,91,0.5637545585632324,0.8058361411094666,0.8337320685386658,0.7822670936584473,0.8071800470352173,0.6785187721252441,0.8978675645342312,0.9267515923566879,0.8105849582172702,0.8647845468053492
0.000829192220478326,65,83,0.5556030869483948,0.7867564558982849,0.8201438784599304,0.7676767706871033,0.7930434942245483,0.6654813885688782,0.8933782267115601,0.9049079754601227,0.8217270194986073,0.8613138686131387
0.00039007729928920655,108,3,0.5540466904640198,0.8024691343307495,0.8373494148254395,0.7800224423408508,0.807669997215271,0.6894189715385437,0.8877665544332211,0.9085173501577287,0.8022284122562674,0.8520710059171598
1.7910326183843417e-05,99,58,0.620742678642273,0.7463524341583252,0.8161073923110962,0.6823793649673462,0.7432762980461121,0.594802737236023,0.8630751964085297,0.8668730650154799,0.7799442896935933,0.8211143695014662
0.0009768279464628972,118,43,0.5789400339126587,0.7822670936584473,0.8124238848686218,0.7485970854759216,0.7792056202888489,0.6303057670593262,0.8821548821548821,0.89937106918239,0.7966573816155988,0.844903988183161
7.99098440041042e-05,52,33,0.5709460973739624,0.7822670936584473,0.818067729473114,0.7317620515823364,0.7725118398666382,0.6400036215782166,0.8911335578002245,0.896969696969697,0.8245125348189415,0.8592162554426706
0.0005254543049229239,103,19,0.5534341335296631,0.8058361411094666,0.8319427967071533,0.7833894491195679,0.8069363832473755,0.689437747001648,0.8832772166105499,0.9207920792079208,0.7771587743732591,0.8429003021148037
0.00024367765223142325,125,68,0.591511607170105,0.7777777910232544,0.8184049129486084,0.7485970854759216,0.7819460034370422,0.6542433500289917,0.8810325476992144,0.8892307692307693,0.8050139275766016,0.8450292397660819
0.00044548389720592814,47,48,0.5945674777030945,0.7789000868797302,0.8212004899978638,0.7216610312461853,0.7682198882102966,0.6210302114486694,0.877665544332211,0.9194630872483222,0.7632311977715878,0.8340943683409436
0.0009733672239657492,51,59,0.5618320107460022,0.8035914897918701,0.8246674537658691,0.7654321193695068,0.7939464449882507,0.6823685169219971,0.9001122334455668,0.8970588235294118,0.8495821727019499,0.8726752503576539
