denseSize,learningRate,batchSize,tokenizerMaxLen,FGLoss,FGAccuracy,FGPrecision,FGRecall,FGF1Micro,FGF1Macro,CGAccuracy,CGPrecision,CGRecall,CGF1
128,5e-05,16,80,0.6835755109786987,0.747474730014801,0.8223495483398438,0.6442199945449829,0.7224669456481934,0.48795872926712036,0.8484848484848485,0.8783783783783784,0.724233983286908,0.7938931297709925
32,5e-05,32,60,0.7113238573074341,0.7250280380249023,0.8002833127975464,0.6341189742088318,0.7075767517089844,0.4652978777885437,0.8260381593714927,0.8617021276595744,0.6768802228412256,0.7581903276131045
32,0.0005,128,120,0.6876329779624939,0.7373737096786499,0.807212233543396,0.6531986594200134,0.7220844030380249,0.4888991713523865,0.8395061728395061,0.8648648648648649,0.713091922005571,0.7816793893129772
32,0.0005,32,40,0.7035284638404846,0.7396184206008911,0.8060781359672546,0.6251403093338013,0.7041719555854797,0.45271173119544983,0.8372615039281706,0.8821428571428571,0.6880222841225627,0.7730829420970267
64,5e-05,16,20,0.7663559913635254,0.711560070514679,0.7905511856079102,0.5634118914604187,0.6579291820526123,0.3546508848667145,0.8103254769921436,0.889344262295082,0.6044568245125348,0.7197346600331676
32,0.001,32,60,0.6945430636405945,0.7407407164573669,0.8010899424552917,0.6599326729774475,0.7236922979354858,0.4858338236808777,0.8271604938271605,0.8838951310861424,0.6573816155988857,0.7539936102236422
16,1e-05,128,60,0.9096046090126038,0.6341189742088318,0.8094262480735779,0.4433221220970154,0.572878897190094,0.2477594017982483,0.7441077441077442,0.7490494296577946,0.5487465181058496,0.6334405144694534
64,0.001,16,80,0.6760340332984924,0.7362514138221741,0.8193103671073914,0.6666666865348816,0.735148549079895,0.5170930624008179,0.8383838383838383,0.8619528619528619,0.713091922005571,0.7804878048780487
16,1e-05,128,120,0.8823766708374023,0.680134654045105,0.8241106867790222,0.4680134654045105,0.5969935655593872,0.2748400568962097,0.7789001122334456,0.81640625,0.5821727019498607,0.6796747967479675
64,0.0005,16,60,0.6823597550392151,0.7418630719184875,0.8099173307418823,0.6599326729774475,0.7272726893424988,0.5076531767845154,0.8428731762065096,0.8498402555910544,0.7409470752089137,0.7916666666666667
64,0.001,32,80,0.6742570996284485,0.7429854273796082,0.8081632852554321,0.6666666865348816,0.7306274175643921,0.5083838701248169,0.8395061728395061,0.8884892086330936,0.6880222841225627,0.7755102040816326
64,0.001,64,60,0.6866658926010132,0.747474730014801,0.8286119103431702,0.6565656661987305,0.7326236963272095,0.5015153884887695,0.8406285072951739,0.8677966101694915,0.713091922005571,0.7828746177370031
64,0.001,128,80,0.6706929802894592,0.747474730014801,0.8204419612884521,0.6666666865348816,0.7356036901473999,0.5215502381324768,0.8406285072951739,0.8557377049180328,0.7270194986072424,0.786144578313253
32,0.0005,32,100,0.6778596043586731,0.7407407164573669,0.8090659379959106,0.6610549688339233,0.7276096343994141,0.5171971917152405,0.8406285072951739,0.862876254180602,0.7186629526462396,0.7841945288753799
16,1e-05,16,80,0.7631170153617859,0.7104377150535583,0.8009118437767029,0.5914702415466309,0.6804389357566833,0.3989074230194092,0.8047138047138047,0.8438661710037175,0.6323119777158774,0.7229299363057325
16,0.0005,128,40,0.7104606032371521,0.7407407164573669,0.8267831206321716,0.6374859809875488,0.7198985815048218,0.4760134816169739,0.8305274971941639,0.8909774436090225,0.6601671309192201,0.7584000000000001
32,0.0005,16,20,0.7484263181686401,0.6992143392562866,0.7785817384719849,0.6038159132003784,0.6801517009735107,0.3892318606376648,0.8058361391694725,0.8780487804878049,0.6016713091922006,0.7140495867768595
128,0.001,64,120,0.6493395566940308,0.7553310990333557,0.8228021860122681,0.6722783446311951,0.7399629354476929,0.5271241664886475,0.8473625140291807,0.8729096989966555,0.7270194986072424,0.7933130699088146
32,0.0005,128,120,0.6826605200767517,0.7362514138221741,0.8154929280281067,0.6498316526412964,0.7232978940010071,0.4933781325817108,0.8338945005611672,0.8600682593856656,0.7019498607242339,0.7730061349693251
64,1e-05,32,40,0.7602975964546204,0.7104377150535583,0.8062499761581421,0.5791245698928833,0.6740692257881165,0.385446161031723,0.813692480359147,0.8725868725868726,0.6295264623955432,0.7313915857605179
16,1e-05,128,100,0.8810437917709351,0.6599326729774475,0.8371133804321289,0.45566779375076294,0.5901163220405579,0.2481578141450882,0.7699214365881033,0.7984496124031008,0.5738161559888579,0.6677471636952999
64,0.001,16,80,0.6869451999664307,0.7396184206008911,0.824999988079071,0.6666666865348816,0.7374301552772522,0.5104003548622131,0.8428731762065096,0.8476190476190476,0.7437325905292479,0.7922848664688428
16,0.0001,16,60,0.6992350816726685,0.7373737096786499,0.8114525079727173,0.6520763039588928,0.7230864763259888,0.48046794533729553,0.8316498316498316,0.8641114982578397,0.6908077994428969,0.7678018575851393
64,1e-05,128,120,0.7953180074691772,0.6924803853034973,0.794453501701355,0.5465768575668335,0.647606372833252,0.34823280572891235,0.792368125701459,0.8372093023255814,0.6016713091922006,0.700162074554295
64,0.001,32,140,0.6721380352973938,0.7418630719184875,0.8021827936172485,0.6599326729774475,0.7241379022598267,0.48700857162475586,0.8338945005611672,0.867595818815331,0.6935933147632312,0.7708978328173375
64,0.0005,64,20,0.752787709236145,0.7093153595924377,0.7943925261497498,0.5723905563354492,0.6653620004653931,0.3939196467399597,0.8260381593714927,0.8355263157894737,0.7075208913649025,0.7662141779788838
128,5e-05,64,100,0.7072077989578247,0.72951740026474,0.8127721548080444,0.6285073161125183,0.7088608145713806,0.4575212895870209,0.8181818181818182,0.8689138576779026,0.6462395543175488,0.7412140575079873
32,0.0005,64,140,0.6646535992622375,0.7485970854759216,0.8098495006561279,0.6644219756126404,0.7299630045890808,0.5087581872940063,0.8417508417508418,0.8609271523178808,0.724233983286908,0.7866868381240544
64,5e-05,32,40,0.7075438499450684,0.7306397557258606,0.8201438784599304,0.6397306323051453,0.7187893390655518,0.4866895377635956,0.8249158249158249,0.8586572438162544,0.6768802228412256,0.7570093457943926
128,0.0005,64,100,0.6691333651542664,0.7429854273796082,0.8239339590072632,0.6722783446311951,0.7404202818870544,0.5282638669013977,0.8282828282828283,0.8652482269503546,0.6796657381615598,0.7613104524180966
128,1e-05,128,140,0.7603907585144043,0.7070707082748413,0.8028391003608704,0.5712682604789734,0.667540967464447,0.36360788345336914,0.813692480359147,0.8697318007662835,0.6323119777158774,0.7322580645161291
16,1e-05,128,20,0.9542633891105652,0.650954008102417,0.8345323801040649,0.3905723989009857,0.5321100950241089,0.24266454577445984,0.7620650953984287,0.7816091954022989,0.5682451253481894,0.6580645161290323
16,1e-05,64,40,0.8327829241752625,0.6778900027275085,0.8146852850914001,0.523007869720459,0.6370471119880676,0.31308674812316895,0.7912457912457912,0.841897233201581,0.5933147632311978,0.6960784313725491
64,0.001,64,40,0.6977095603942871,0.732884407043457,0.7891156673431396,0.650954008102417,0.7134071588516235,0.4694087505340576,0.8338945005611672,0.8650519031141869,0.6963788300835655,0.7716049382716049
64,0.0001,32,140,0.680735170841217,0.7362514138221741,0.8135359287261963,0.6610549688339233,0.729411780834198,0.49325430393218994,0.8316498316498316,0.8718861209964412,0.6824512534818942,0.7656250000000001
128,0.001,64,40,0.6874008178710938,0.7429854273796082,0.8016085624694824,0.6711559891700745,0.7306047677993774,0.48479726910591125,0.8282828282828283,0.8961538461538462,0.649025069637883,0.7528271405492731
32,0.0001,16,120,0.6835723519325256,0.7452300786972046,0.8095890283584595,0.6632996797561646,0.7291795015335083,0.4785309433937073,0.8282828282828283,0.8731884057971014,0.6713091922005571,0.7590551181102363
64,0.001,128,140,0.6660164594650269,0.7485970854759216,0.8034759163856506,0.6745229959487915,0.7333739399909973,0.4921649694442749,0.8439955106621774,0.8846153846153846,0.7047353760445683,0.7844961240310078
128,1e-05,16,120,0.7068631052970886,0.732884407043457,0.8150782585144043,0.6430976390838623,0.718946099281311,0.47358036041259766,0.8294051627384961,0.8819188191881919,0.6657381615598886,0.7587301587301588
64,1e-05,64,120,0.7583416700363159,0.714927077293396,0.8022152185440063,0.5690235495567322,0.6657912135124207,0.36829107999801636,0.819304152637486,0.8694029850746269,0.649025069637883,0.7432216905901117
64,0.0005,128,20,0.7412204742431641,0.714927077293396,0.7975831031799316,0.5925925970077515,0.6799742579460144,0.4342910647392273,0.8148148148148148,0.8566176470588235,0.649025069637883,0.7385103011093502
32,0.001,128,140,0.7125433087348938,0.7362514138221741,0.8228403925895691,0.6307519674301147,0.7141042351722717,0.4776454567909241,0.8305274971941639,0.8354838709677419,0.7214484679665738,0.7742899850523168
16,0.0005,32,60,0.6912170648574829,0.7418630719184875,0.8149717450141907,0.6475870013237,0.7217010259628296,0.47943219542503357,0.8338945005611672,0.872791519434629,0.6880222841225627,0.7694704049844238
